emotion,text
happiness,28ï¿½ in VanCity? Holy shizz. I will be home soon kids!
fun,@davidaldrich_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol
sadness,"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry"
worry,"Didn't expect to have a car accident, then the pain kick in 4 days later"
worry,I feel like a lost puppy without my phone.
empty,"if i make some madeleines, i need to have a bake sale or something. god. boredom needs to = something other than baking"
fun,@Atashas your sister would ! hahah thats so funny !! i thought you liked them
worry,@bktassava I am lost. Please help me find a good home.
sadness,off to bed was gonna read some new moon but its a little late now  night night all xxx
hate,just got back home... bored now
hate,hates scaleeeee
worry,"She tells me that she feels miserable, so at least it's mutual."
worry,Ugh I don't feel well again all of a sudden
sadness,@alinachka is there anyway you could forgive me?
relief,"been working all day, finally relaxing!! i miss you"
hate,"So... Things didn't work out as expected, well damm"
neutral,tripping through tiredness is nottt nice
sadness,@uwbadgerkelly because you had chips and sale w/o me
worry,Bella doesn't love me no more
worry,I have a sore tummy
sadness,@sarah6800 I miss you already. All the sad faces you texted me were seriously gonna make me cry.
surprise,@path189 why weren't we invited?
sadness,"@RealRobBrydon Hi Rob, will you be coming back and doing any more shows in Wales again soon? Missed you the first time."
sadness,@mssbxny artery tomorrow. No more Hagen Daz for me
hate,@CiiTYLiiGHTSx3 what happened? who's the jerk!?
sadness,"@RainbowAnne  Well, it was a nice thought while it lasted. Maybe he'll leave properly next time *crosses fingers*"
surprise,@xhotandfatx you gotta follow &quot;BOOBFEED&quot; its incredible. They tweet 4-10 a day. With links to free breasts. Its my favorite tweeter
sadness,@davidaldrich_wx it looks like it did in Ohio after a tornado hit.
worry,My picture won't update.
worry,"Graveyard charged my card twice (one correct total, one random amt) from last night's #atltweet tweetup. Check your accounts!"
sadness,@Heylushh haha me tooooo! I miss you I havnt seen you in ages
worry,forgot to renew my drivers license
sadness,was just about to try and  dl the sims 3 but realize my pc don't meet the standard requirements  i need new pc lol!!!
hate,The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.
worry,My cats sick.
worry,I really need to invest in an elliptical machine... Running with shin splints sucks!!
worry,"Alex slammed her head into the edge of the table about 30 min ago.  She's going to have a nice, blue bruise."
neutral,Is watching acoustic performances! &amp; In the mood for a good &quot;FRIENDS&quot; episode! I miss that show
worry,@ Kosme -&gt; careful or you're going to be like me; updating websites and such on a Friday night
sadness,everyone has left me and gone to bed
sadness,@kickzfadayz Our boy better get it in tonight!!!! Or it's all over
fun,@Anthony_y_Tony I had Pad Thai 3 times last night  ragoons LOL yumb
sadness,i want to join drama practice today but i can't
worry,is very hungover
worry,@ltyson yay asap lol awwh I miss our friday night happy hours even luna del sea and the &quot;boy&quot; hahahaha
worry,"Jesus...I'm being SLAMMED via DM's from the Papaya lobbyists.  OK. Holy crap: Mangosteen, Durian or Papaya...or cybersecurity on a stick."
sadness,"@ClaireSale Poor Beta, I took him to Seattle, riding on my lap on the plane. He was happy here until our week long outage-cold did him in"
boredom,aw now where's that little asian girl who runs round pooping her pants in public? i miss laughing at her.
surprise,love to but  already got plan  going to queen mary !
worry,@bwexxx  i hope you hoes are having so much fun...not TOO much without me though lol
sadness,@Savfortomorrow I thought I was doing pretty good; I guess not. Bummer.
worry,@Nevidge20 Kennedy was re-injured at RAW on Monday. He's got s serious muscle issue in his back and a broken wrist.
neutral,@16_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.
worry,"Took calculus exam today, I think that I did well. I messed up one derivative identity though  Well, I never miss that one again."
sadness,I miss him soooo much  not gonna see him for 2-3 months
worry,@akte a couple of YEARS? I may die without my Kateage.  *keeps fingers crossed for you tho*
surprise,Someone out there will soon  be the lucky recipient of my 5000th Tweet. Oh wait. Shit. THIS was it!
worry,I lost my voice
neutral,@HeatherShorter wish I had something to toast with .... but all i have is a glass of water
worry,"woke up early this morning  not happy bout that, headache, dizzy can't breathe, yeh im still sick"
love,"Didn't win a Lammy last night  but happy for Scott Sherman, who did. Walked my feet off at BEA today."
happiness,@jeseekuhluv Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I'm already done with core classes
worry,*cough cough hack hack
worry,"reaons not worth it; drunk for no reason, depressed about revision, nothing happened. Reason's worth it:Matt, ...after that? i dunno"
fun,The nocturnal serendipity... Kashmir is an important means to that end...
hate,said final farewells to roommate.  almost finished packing then it's dc or bust on the 3rd. california: i divorce you x 3!
enthusiasm,@LovelyAaris That's not fair! I'm hungry as hell
surprise,@MuddyTheFox aww  but typing from beyond the grave...impressive
sadness,@ThisStarChild aww please explain &quot;botts&quot; I am all 'fused....
neutral,Can't change my profile or settings
boredom,got new sneaks today..can't wait to break them in..stupid rain
sadness,@hannahxmakeup my stupid putet won't let me go to your chat
love,@slonecker ...thanks for the shout out...you might be right about the starving thing....     little lol
worry,"@philwade unfortunatly, just about to start making my way home  but via Singapore for a gig too, so fun ain't over  just yet ;)"
empty,lotsa water. it's already dark out
anger,Sitting in traffic while my car gets rained on. Just washed it on Sunday. Doesn't the weather know this is California?
sadness,@wesleyadamquinn i missed the chicago show  boo me.
neutral,@LOPchelle @marchie1 in chicago until 8:20  ...just landed xoxo
worry,"@JoeRuiz Ahhh, I slept through the game.  I'm gonna try my best to watch tomorrow though. I hope we play Army."
sadness,@TinPanAlley Sorry bro  That's rough.
sadness,I'm sad to take off the suit b/c I know I'm not going to get to wear one again for a long time
sadness,@chopperdave12 i think im just going to wind up going Home and go to bed
neutral,Bout to hit pmark then make one of my final meals wit the housemates..
sadness,@MmMmMshell I miss having u as a roommate
worry,I'm really enjoying pins and needles in my legs at 01:28 in the morning... Not
sadness,"Bored and kinda lonely, my parents went up to the lake. I didn't have a friend to bring up so i knew i was bored and didn't go."
neutral,"@CaliLewis Welcome back to the Bay Area. Does In and Out call to you?  Wish I could meet ya at the meetup, but I'll be working a gig."
neutral,@abby_in_love scanton?! that's farrr  elaine got her cartilage pierced! it's so cute!
worry,@BSBVBK im trying to fix it.. it doesnt do it  and its &quot;ahi dios mio&quot; but u did good lol
neutral,Def isn't. I don't even feel like me without a pic next to my tweet.
worry,Plans were taking flight to go out tonight but they're now sinking in the Hudson since I have to work in he morning. Stupid bird strike.
worry,"Coming to the end of a looooong day. Good new is, I got everything done! Bad news- I gotta wake up @ 4:45am tomorrow for work!"
empty,oh God! Bicycle accident just across the street from our house. I think fatal. Cyclist died near same place 2 yrs ago. We need bike lanes
neutral,"im hungry, &amp; i dunno what to make..i want popcorn chicken w. mac &amp; cheese"
empty,is SOOOOO hungry right now! Should've eaten before this wedding.
worry,I'm bored. No internet. I haven't made it downtown or to the beach yet.
worry,Im hungry and its cold
fun,poker night instead of kate voegele.... i guess it'll do....
neutral,Ok im good again . Headed home i look like a wet dog
fun,@LizMyxx okay...just eat cookies &amp;&amp; not share with me lol
sadness,"@djflykid Ooooh, boo!  We only see each other at the bar (at @titusofalltime's well) or miss each other! I'll make a pt of stopping by! ;)"
happiness,@spootychild omfg I have been DOWNING them they are so tasty. I ate almost all of them with Lo
neutral,@giselle2323 - ummmm. no comment. LOL. I actually have not watched GH in about a week.
happiness,"passed my drivers test! i can drive!...oh wait, i don't turn 16 till october"
love,Scramming a little early. Nibs sounds pathetic.
worry,is working tomorrow all day so can't do anything tonight  Whats the plan for Saturday?
neutral,Home now. Some invaders have taken over my base
worry,@keeleykerrins Dear god i hope they save it.  http://www.the-impossible-project.com/
neutral,"The ballerina family is super nice, albeit a little too controlling of their son's life, but the bayou family is so judgemental."
worry,"hey there @larkn0298 how are you going? looking forward to weekend, sadly im workin both sat sun"
worry,"@ZackRabbit i chewed up a Starbucks and a Subway gift card at Christmas time, I got in big trouble. I not allowed near purse."
worry,@ahewitt Me too
sadness,@ladebelle yeah it's a double edged sword. So I guess we dead on new stories?
neutral,"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah"
neutral,@PheenX crud is all I can say
worry,"Feels really sick. Just puked my guts out.    help, please."
worry,@Cara62442 Just read those tweets and it sounded like i was getting on at you . I swear not what I meant to do
neutral,@absolutsilver I hear you sister!!    Same here.
sadness,Trying to watch Boys Before Flowers online. Streaming sucks and my wireless is crappy too
happiness,@mfrancella I have yet to even get out to play this year  soon I hope!
happiness,@aub311 Dang me too! It's only a 4 hour drive! Too bad it's my daughters 1st bday party  it's hosted by Donnie
worry,"@KimSherrell maybe its because my computer committed suicide this week, but your &quot;faves&quot; link wont load"
neutral,Slipped up and caught the flu  feeling like poop!
hate,@anwith1n Missed you at LoDo's
worry,@refuse2bdefined nooo!! not too busy for you! EVER! SRSLY!  you are my pal! I'm not yet familiar with iphone twitter
sadness,"I so want to be a part of Windows Clubhouse, but my WL Spaces blog is random, and not the place where I share Windows stuff"
worry,@RealSmoothieLuv nope no love
happiness,@HelenCrozier Yes- It was fun to connect with her! Pls tell her hello- can't find her on Twitter.
worry,"@KRITM awe I am sorry, probably true."
love,Headache  hanging out with my puffy. I love him &lt;3
sadness,Why does twitter eat my DM's?  Not happy
worry,Swollen face.....again
hate,Cleaning my house on a Friday night
neutral,@jennahmonet jennah can u just tell jay i said good night plz? im asking nicely!
neutral,@LaSandraC ya'll going out without me
worry,@DonnieWahlberg baby I'm in maryland I'm NOT gonna make it  BUT I will see ur sexy ass next sat in camden VIP....come early n hang!!!!!
worry,has on music at work today its so painful
worry,"@socilover I wish I can see that. They have CNN here again, with no volume."
neutral,has a really really itchy eye
worry,feeling sick and wondering if I should get out of bed to go throw up or just go to sleep...
sadness,@BuffaloLass87 I'm so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent
worry,@elmoberry @ejc7 - MISS YOU TWO!!! Find it random how all form of communication slows when I'm at home   -  I MISS LE2!! xxxx
fun,"a reply from @zackalltimelow would  make my life, he replies usually to the people who call him gay, then he tells them he willblok them"
worry,"chillin, wish i was with my pals in il"
worry,@Ur_Obsession lol but its only gonna be 80  the water will prob be cold as heck...
happiness,"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today"
worry,@DonnieWahlberg The Disney Store is not treating me to well with hours  I realy want to go on 6/13. I willdo anythig to go to the show ;-)
worry,@mommy41402 yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd
worry,@ChasityNichole No dice...I searched it in the &quot;Help&quot; area...just a problem some people have.  It would have been hot...oh well
worry,so far I've tried to kill myself TWICE in the 15 mins I've been outside by tripping on stupid things.  I knew I should've stayed in bed.
worry,@BMatt95 ohhh. hm. I don't want to screw mine up
neutral,@gleek he'll be out of school in 18mos! He just started again
neutral,Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.
worry,twitter has spam!!?? oh no
worry,@katevoegele I wish you weren't going to a 19+ venue in Vancouver
neutral,Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute
worry,@funkylovin  on your ani?  sorry
neutral,@philthemayor1 dagnabbitt... u kno I wanna go... gotta do a couple laps in the pool though....
worry,I have trouble with Starship troopers. They're mean to the great big pink bug.
relief,"@Charified sadly, I don't   hehe"
sadness,"@DonnieWahlberg - l'd come if u could, but Australia is just too far away"
worry,there's nothing worse than getting a text about a dog that was abandoned in your town
neutral,"@jordanlyn  Can we turn back time, make it so you didn't hurt your knee so bad.. :'( and then you can come to mine and never be ignored??"
neutral,"@roomerholmes I know it's in HD, but Comcast doesn't have it."
worry,@TheAliMonster  FTR I &lt;3 U and miss U on the team already
sadness,@AmyMonzon booooo  my senior yearbook sucks thanks for the memories bhs -___-
worry,@ravels http://twitpic.com/67fs9 - I miss hearing you guys.  You will all be missed out here.
sadness,@trellthms what r u doing tonight bro?I wanna go out
sadness,@gimboland sorry change of plans for me   :'( revision for monday exam in a park with one of my friends
empty,@DonnieWahlberg what if we are in England?  x
worry,"Dear god I'm so sleepy, and it's only 6:30. Must be sleep deprived. I even fell asleep sitting up. *groans* I'm I really that old?"
sadness,"is trying to deny that she's beginning to miss him -- more and more, each and every single day that their apart  ... i need Sprite! HAHA!"
worry,Little kids annoy the hell outa me by being all active and shouting and attacking me Etc.
worry,There are no appointments left for the day so they're trying to work me in. almost an hour for a stuck freaking power button FML
worry,Lol I mean hey! That's mean
hate,i already hate my tan lines  oh well better get used to them
happiness,"@BuggysRose  Haha,I just may do that,yo!"
neutral,"@Scandalous an iphone app came out a few months back called zemote, bumped my domain zemote.com out of the #1 spot"
worry,*sigh* another two out fly out for Papi
sadness,@mileycyrus Workin ur crazy sched. has to be tiring..its gotta  be hard being famous  but jus kno u have Bazillionz of fans supprtin u
fun,"@momfluential That turtle on the side of the road just passed you, too."
worry,Oh god! I had to look at &quot;How to use Twitter&quot;.. how hopeless is that?!
sadness,"@lbutterworth I know, twitter is depressing me tonight"
worry,"seriously my parents are non stop  minniapolis, newport for a week, and now this weekend in San Diego  i miss them @home"
sadness,@MissKellyO  wish I could eat with you all !!!
worry,They just admitted my grandma to the hospital... Shes my only last one  please pray for her
worry,"Ok, my job at walmart is a cart pusher  i hope i dont get sunburned"
sadness,I dont get how to use twitterr!
happiness,Feeling like Romeo and Juliet with Bryant and Wallinwood as the Montagues and Capulets...   #fb
neutral,yeah but i was trying to send a msg to you  :S also trying to put a pic on but it aint happening   do they have to approve it or summit?
boredom,I need to go ouuut. I'm so bored.
neutral,washed eye out but got water up my sleeve
neutral,@Anthony_y_Tony and didn't bring me any????  You suck
neutral,"@JWReynolds My mum and Brett went to see it today... I thought I was invited, but they left without me"
worry,So lost  on my owm tryinh to find matter in the o2
sadness,@selenagomez bye selena!!! too bad i didnt get to talk to u while u were here
sadness,Just thought about my hubby being deployed n now I got the blues  I need a stiff drink but I'm breastfeeding so no booze for me :/ Ugh!!
worry,junk food and movies in a tshirt and sweats.... the only way tonight would be better is if I had someone to hang with
sadness,@gialovescece NO GHOST WHISPERER?!!  What am I going to do without J. Love?!
sadness,i hate songs and surveys  they always seem to make me cry.
worry,Wondering if twitter will be fixed for my phone any time soon...
neutral,just got outta work.  ....... Frankie's house.
hate,@acepilot P.S. I hate your work schedule! I wish you could come play tonight
sadness,Last full day of high school was today. I'm sad that I may never see a lot of my friends ever again!!
worry,I'm getting more and more reactions when stroking the cat.  Now I have welts on my hands from where she caught me with her claws.
worry,follow friday.. follow me coz i only have 26 followers...  (it's not 2am)
surprise,@lusid2029 I will let you know as soon as I figure it out... sorry about the mix up; i was supposed to get off work an hour ago
sadness,I want a burrito but I still have 30 more minutes of work
sadness,My tummy hurts...
sadness,@Teseract86 If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band
hate,"Time to get ready for wrk! Ahhhh, I dnt wanna goooo!"
sadness,i hate it when my bff is groundedd  boooooooooo
neutral,@Patti0713 It's not on my cable carrier. Only Space channel
hate,@jordaaaannnn Damn i wanna see the rest!! i only saw like 30 minutes
neutral,@kupcakes welcome to my life
happiness,@PerezHilton well even with her breakdown she was better than the other acts unfortunately! Britain's got very little talent
worry,@3xasif lol. just don't ever forget me
happiness,"1st- TY to those who follow back.  2nd - grrr to those who don't, cuz it messes up being able to follow others u want to when ur at 2000+"
neutral,cant get onto twitter on the Internet
neutral,"Just a very quick 'hello' , 'goodbye' &amp; 'enjoy the party' from this very tired UK blogger who unfortunately needs sleep  #BEAtwittyparty"
worry,shit....game starts in 30 min!!
love,the beginning of Cater 2 U always gets to me
neutral,Man! I can't stop being freakin' hungry!
worry,poor wavves. had a meltdown in barcelona. drummer walked out. shoes were thrown. hands in face.
happiness,inFamous on the PS3 = AWESOME. My eyes are so sore now though
worry,@LesbianCafe Sorry to hear that sweetness  have you taken anything for pain?
worry,Nooo...i forgot my calculator for physics   oh well class is allmost over :3
worry,@DonnaFirsty she fell into deep crack in the glacier  so terrible
neutral,dang last url went down  ? http://blip.fm/~7aigm
worry,@totalgunner Ive twitpic-we him before so you might be able to find him LOL. Aw thats so sad!  ooh piranhas? Scary lol
sadness,mannnn...  why aint my music working
sadness,My dog died today. We had her for 11 years. I miss her so much.
neutral,Im bumbed though cuz ima miss da laker game        |double sad face|
hate,@dnbchik ahhh...Lily's new kitten just took a giant wet stinky shit on me
sadness,Sometimes I wish I was a warden
empty,"A bunny was eating my moms plants. Naturally, she started shooting. No more bunny."
sadness,"I'm bored... Don't want to stay home tonight, but don't want to spend money  blah"
worry,I WILL CRY!!!!!!!!    I can't believe that I lost the chat!!!
worry,I should be paying my bills and not playing on here.
worry,my hair hurts
worry,Poor Little Hollie Steel...I really did feel for her!!  #bgt
neutral,Food @ Cheesecake Factory w/ Travis. He lost his passport btwn SD and LV.
empty,"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I'm just too tired!"
neutral,"So tired of driving, I really could use a chauffeur"
worry,@RQKidd Hey I texted you but you never responded. We stopped at a friend's &amp; ended up staying.
happiness,@owenong looks good ... making me hungry but boy stll asleep
sadness,"i just saw a baby dove fall from a tree, break its neck and die  i tried to save it and couldnt. what a cruel world"
sadness,wants to go home!
sadness,"@tymrichardson the movie Tym... So sad, I was crying non-stop."
sadness,"@ the Eldorado house, goodbye Aliante house. *Memories made, memories fade!"
surprise,Waiting for my turn on wii fit gym closed
worry,@eddyhendergrass that sounds like the scariest zombie dream ever.
worry,I dont like things getting confused. Seems to be happening alot lately
happiness,Hey had some fun with friends !!!!!Now cleaning
worry,Guys (@cotravelgirl @elaineellis @debindenver @joshclauss @pugofwar) I know! My ability to read time telling devices failed!
surprise,so yeah...i guess i dont get company this weekend  so who wants to come hang out?
hate,Forced to eat red hotdogs coz I'm starving and there's nothing else for breakfast. Ick.
worry,Sorry that your tummy hurts deathbyhistory  i got a tattoo like half an hour ago!
worry,@karenhanson that plain sux. kinda like cheers goin off the air.
sadness,@Kat_KittyKat  so now im bored..untill i go out
worry,@AmberHope ME
worry,@caroldn I feel like a piece of garbage!  See: http://bbltwt.com/nqgp3
happiness,@saramcdonald23 soooo jelous of you right now
worry,soooo bored it aint funny.
sadness,Is dying my hair back to pink. I missed being a cupcake. And I miss my Sherry and Melanie
worry,i have a headache
enthusiasm,@iAlejandro: unfortunately not.  I have to take it to a repair shop or replace it.
sadness,today has me feelin' like crap
worry,"thanks to the forever 21 curse that makes you spend 3 hours there everytime you go in, i couldnt go tanning today"
worry,You know when your FAT when someone points it out.  ugh...what an aweful day... I feel like breaking down.
worry,ugh im crying again  writing a rant about it on tumblr.
neutral,@h2osarah I really wish I could
worry,@AnastasiaEsper Aren't we though? lol He's at work now and I miss him  blah Wut cha up to?
surprise,@mofranco sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?)
worry,"My friend ..has cancelled on me for tomorrow, Now i have nothing to do...this makes me sad...  xxxxxx"
worry,sad.. Daniel is leaving Florida now.. just gave him a big hug
worry,@KyleWade05 so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it
sadness,@sunmess she was performing at the lifeball in vienna this year but unfortunately i didn't get the chance to see her.
worry,@goopmop i dont want you to go to india
worry,"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!"
neutral,"@SamsaTSP  Nintendo is the cause, but no news when it's coming out"
relief,@dopequrlbree Awww  You'll Be Fine...
sadness,at home sick
neutral,"I left a chocolate egg sitting in my office, and now it's calling my name......................"
worry,finds the hardest thing about being a Christian is to put God as first in his life.  I need help..
neutral,is sad yo hear about Ashleycat
hate,ok... twitter I almost pass out because of you!! bastard    :'(
love,@srcasm  I need to come spend some time on your roof - I miss you &amp; @beyondreality    double date in a couple of weeks?
worry,i'm going to kill myself T_T . i wasted hundreds of download and realised i got the wrong one
fun,@funkylovin ah mine is never home before 8   I handed off the kids and grabbed the bottle of malibu and a coke..momma getting drinky :para
worry,I am sad that my kids were ungrateful today
neutral,SATS  what the its just around the corner.
sadness,@bgoldy and sitting in traffic trying to escape campus is feeling just as hellish
sadness,my guinea pig died today
sadness,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.
sadness,I cried...
worry,feel dpressed
surprise,@Cadistra   when do you find out?
hate,"Also I popped the phone open and got all that goddamn dust out, but I wore out a clip on the camera panel so I had to glue it shut"
happiness,@katabolickatie not on my tv !    im watching a that 70's show marathon !
sadness,@babymakes7 no.  I lost the link you sent when I had to pull my battery.
fun,"@shawnsafaridon lol, i've done that one b4  i'm a victim 2 that! lol"
worry,"@Hameed_Hemmat she's mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn't"
sadness,my stomach hurts
sadness,is Jay Leno's last show tonight
relief,Mosque and mini-golf! haha I tied for 1st. It looks like the Yankees aren't playing tonight   but I'll just play Fifa! ~Zade~
surprise,@toywatch I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1
empty,@rowlikewow i think i hate you.  i didnt really want to but you make it hard for me to like you what with the cake and concert on the  ...
sadness,i've become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!
love,"Just put all the original art for my comics into an album.  Its really nice, except it shows how much I liked to cut corners to finish."
worry,"@yoyonb87 yep, so I damn it."
fun,"i want to go out tonight, but i ain't go no money and no one to go with   any takers???"
neutral,rainy season-- here it comes!
worry,i miss my brother.  12 more days till he gets bac to tennessee. he said he was singing &quot;find my way bac to tennessee&quot; today. haha.
worry,@Laurie_J We're in the same boat.
empty,@thatitaliangirl oh yeah
sadness,@TheNewBradie my tvs not working  i wanna watch vhits :'(
neutral,@erinmusicluver  i thought you liked the name
worry,@cityofedmonton - the service on the west end of #yeg is a joke after 6pm. And the 2 and 150 been late doesn't help.  #yegtransit #fail
sadness,sadd..  last night in fl.. going back to AR tomorrow
worry,@coachreggie  She doesn't need a darn (watching my language) thing but that never stops her  &amp;   I mapped u. U live in the boonies :-o
worry,Awwww poor biggie...he puked on me in the car. Even though I had the air conditioning on FULL blast...I think it was the heat  He' ok now
fun,"@pleazurs Woot freaking hoo, tho Mad World isn't doing well on the iTunes top #100 chart."
neutral,i totally do not know how ticketless travel works
sadness,"I'm a sad panda, hulu doesn't have the elephant show   no Skinnamarinkydinkydink sing alongs for me."
sadness,Unfortunately these heffas decided to take an impromptu mall trip without telling me
neutral,@Rosie_G_Yo oh I wuld go w/ you..... im takn off to class right now. boo
sadness,@MomofCandE Miss you
neutral,@Vonnieee I found a link on WWE.com  http://www.wwe.com/inside/industrynews/kennedyreleased stinks!
sadness,@suncito hi there! got off comp. early last nite.  saw u weren't feeling well..   hope u r better!!
neutral,lost at home depot  http://yfrog.com/13ti6j
neutral,@bhans  Bring me food before you go please.
surprise,I cant believe i blew off that cute guy and his friend who were selling us concert tickets  FML
boredom,@Candyland3 thats terrible.
neutral,"@UndressJess Wish could, but riding a tour from Chicago back to Iowa."
worry,Jus sittn here thinkin....wow yo my boy is really gone! Smh yo! Its bout to be 3 weeks on Sunday!  R.I.P VON
worry,Having a bad day/week
worry,@justdaydreams Lol rite! I'm scared now  lol
surprise,@RWPhoto Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years
relief,Am now a member of International Thespian Society Troupe #6492!! Now if I can only make my family stop fighting....sigh
sadness,Literally laid in bed all day. Major headache
happiness,"@Lea_Ada_Franco I am working again!  Woo hoo!  Alas, I was unable to obtain an Elita-1 for your daughter.  It's $80!"
worry,Circus was fun - I don't have any hope of getting out of the parking lot - haven't moved in 10 min
neutral,Going to bed in a bit. Need to revise 2moro.
surprise,"@morganedgar1307 Ugh, not yeeet!  It's like, in a week, too... =/ I'll keep trying!!"
worry,"why did I get airbrushed nude, if soon as i put my dress on it messed it up a little...eerrrr"
neutral,@imreallywildin u callin me grimmy
fun,"the good thing of having a fever is feeling cold, especially in such hot weather. I think I'm hallucinating lol  ."
sadness,Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.
surprise,@TheNewBradie is that teh part where hes liek feeling the girl. i feel sooo soooory for her
neutral,juicystar007 kicked me out of blogtv cuz i really wanted her to call me.
sadness,I miss nicc today.
worry,"re-dyed the hair, early start tomorrow heading down to londons clothes show, great place to be when i feel fat.   bright side = motivation"
neutral,no more brother for 2 weeks.....
sadness,plus.. janessa hurt my feelings
worry,@melissa_hope why?
sadness,@sfitzpatrick924 bahah sadly I am not
worry,Why must Jay Leno leave his own show
happiness,"@cassapel Damn, I got all excited for nothing  hahaha"
happiness,tomorrow valeria's lunch!!! going to get my hair done but im arraving late   got my cousins babtizm or whatever you spell it
happiness,You know funny thing about everyone packing for E3 is that I am packing to go to mexico... not E3
worry,Justin is SO warm! It makes me worry when they have a high fever and I go to sleep.
surprise,"Always I listen that song I start crying, It makes me remember moments with my friends at primary school"
empty,@atomix I just see the video: &quot;All your base are belong to us..&quot;  Whatï¿½s going on??!
sadness,@mlpband my heart just broke a little ... and by a little i mean a lot
hate,My moms Season 3 of Weeds got burnt up in a family friends mobile home.
worry,@Marcina @bifnaked bif doesn't come down far enough south for me
neutral,"If we don't pack, she can't leave, right?"
worry,@dustbunniesss i dont have a bank. i cash my shit at tom thumb. i've had four bank accounts--and they've all gone negative
empty,Chilling with some tv quite bored at the moment
surprise,Wow Derek Rose got a next student to do his SATs.  so what now? He can't play no more?
love,http://twitpic.com/6814w - So glad Sam is in a good mood
happiness,enjoy the laker game for me guys! since i'll be at work
neutral,@ChristinaFaith this is the worst
worry,"yay! boxing!! although after the boxing, sparring &amp; eating, have to spend the rest of the evening troubleshooting java code for hw."
neutral,@crazygolfa I think that plus everyone wants to see if the D-train could keep it going - obviously not.  Hopefully he'll bounce back.
worry,"Actually, I think I'll be more upset if I lost my data for Cake Mania 3. I was pretty far into the game"
worry,wow i'm soo hungover
sadness,"@karshka Hey.  I won't be coming to town this weekend, because I don't have a day off until next friday."
sadness,misses home on the farm
neutral,I gots the sniffles
surprise,didn't make it out to shop.......      there is always tomorrow.
worry,@zarlana I took my ring out...
worry,@rWilliamr I'm tryin not the be boring today . . . I just can't seem to come up with thing to say
love,"@mygoodcents It isn't easy!  Be there for support, it is the best thing you can do is offer your love &amp; support! Lost both of mine early"
empty,@shababi88 i love the game! that's my show... suuuppper pissed it got cancelled!
sadness,down side = i have a seat by myself  loner. please be a starbucks there.
happiness,@ a_mccallie WOW... I am replaced already??? I thought I am coming back with my steaks
worry,@iDJExplicit What's wrong?
sadness,Going to the dirt track races w Aaron. Having a really good hair day! wish I could wear makeup though
empty,San Francisco traffic lights hate me.
sadness,@LeslieIN  so what was said??  I'm so bummed I missed it!.  *sigh* I want to go to california
worry,Stupid bipolar weather ruined my day off
worry,Just got a shot on my arm. Eww.
neutral,mann i had no idea hp a/c adapters were worth like eighty bucks  wine* it's gonna be a while till i can use my lap top
worry,I'm so sorry Drace  this sucks so bad
neutral,Wants to game tonight with her friends
worry,@tobefreeisme I would be scratching ma head toooo
worry,Did some REAL window shopping and i found so many things i want that just happen to be over a hundred dollars.
worry,It's raining and I'm outside without an umbrella.
sadness,"Trying out a new Twitter client, can't seem to get a new theme applied to DestroyTwitter"
neutral,"needs to write term paper by monday  busy tonight, busy tomorrow, busy sunday  shit. i need to fix my priorities."
sadness,Its so windy and raining harder then the day before today   bye bye if the power gos out
worry,I still sound like a man!
empty,@lownleeeynjul oh that stinks..
sadness,@iAquarian I heart Mela so so much cept last time I went they booked us in on the Saturday instead of the Friday and wouldn't feed us
neutral,@Bffleck My Friday made me miss high school
surprise,@malbaker86 at the store! Lol I don't have any liquour here
worry,"@writingforlife You know I am so ashamed. I did not watch a single episode of the new GH season.  I kept falling asleep, so I gave up."
worry,So I just failed my second year of med school. I don't know what to do or say.
surprise,Hi All!!  I have 2 daughters.. and my youngest turns 2 on Monday.. Where did the time go??  sniffle sniffle sob. sob.
worry,@richardAmills ugh im not a vip  im always vippppppp
worry,CHILLAXIN AT WORK...MAN I SCREWED UP
fun,@Jonasbrothers friends of mine just meet you today..... I can't wait until it is my turn
